ride_id,user_id,start_station,start_ts,weekday,is_weekend,is_holiday,month,planned_duration_min,weather,temp_bucket,wind_bucket,event_nearby,station_congestion_base,network_congestion_index,user_tardiness_propensity,late_return
R00232,U1132,S1,2024-03-14 07:22:00,3,0,0,3,22,sun,mild,calm,0,0.818,0.994,0.041,1
R00233,U1291,S1,2024-03-10 07:43:00,6,1,0,3,57,rain,warm,calm,0,0.818,1.0,0.003,0
R00234,U2818,S2,2024-03-17 08:44:00,6,1,0,3,23,sun,warm,calm,1,0.238,1.0,0.012,1
R00235,U2692,S4,2024-04-29 13:17:00,0,0,0,4,34,sun,mild,breezy,0,0.106,0.984,0.068,0
R00236,U2131,S3,2024-03-30 14:27:00,5,1,0,3,14,rain,mild,breezy,0,0.178,1.0,0.079,1
R00237,U1331,S2,2024-01-23 18:47:00,1,0,0,1,51,sun,cold,calm,0,0.238,1.0,0.016,0
R00238,U1228,S1,2024-04-11 13:21:00,3,0,0,4,20,sun,warm,breezy,0,0.818,0.996,0.212,1
R00239,U2189,S5,2024-02-18 16:21:00,6,1,0,2,21,sun,cold,calm,0,0.0,0.974,0.006,0
R00240,U1379,S2,2024-01-20 09:38:00,5,1,0,1,22,clouds,cold,breezy,0,0.238,1.0,0.001,0
R00241,U2476,S3,2024-05-31 11:23:00,4,0,0,5,19,clouds,warm,calm,0,0.178,1.0,0.148,1
R00242,U2705,S2,2024-02-26 22:29:00,0,0,0,2,18,sun,cold,windy,0,0.238,1.0,0.103,0
R00243,U1517,S2,2024-04-17 18:35:00,2,0,0,4,43,sun,warm,calm,0,0.238,1.0,0.08,1
R00244,U1057,S1,2024-01-31 18:01:00,2,0,0,1,25,clouds,mild,calm,1,0.818,1.0,0.007,1
R00245,U2424,S1,2024-03-02 11:41:00,5,1,0,3,20,sun,cold,breezy,0,0.818,0.935,0.001,1
R00246,U1531,S1,2024-03-10 11:38:00,6,1,0,3,54,sun,warm,calm,0,0.818,1.0,0.047,0
R00247,U1640,S2,2024-01-25 17:47:00,3,0,0,1,18,rain,cold,calm,0,0.238,0.976,0.253,1
R00248,U1244,S4,2024-06-24 17:09:00,0,0,0,6,29,sun,warm,breezy,0,0.106,0.981,0.078,0
R00249,U1090,S1,2024-02-26 19:01:00,0,0,0,2,12,clouds,mild,breezy,0,0.818,1.0,0.054,1
R00250,U1081,S1,2024-04-14 12:57:00,6,1,0,4,16,clouds,warm,calm,0,0.818,0.978,0.061,1
R00251,U2257,S3,2024-04-11 07:02:00,3,0,0,4,28,sun,warm,calm,0,0.178,1.0,0.1,1
R00252,U2356,S2,2024-03-18 09:44:00,0,0,0,3,34,sun,cold,calm,0,0.238,0.963,0.104,0
R00253,U2912,S2,2024-04-15 08:43:00,0,0,0,4,22,sun,mild,calm,0,0.238,1.0,0.056,0
R00254,U1470,S3,2024-04-11 14:22:00,3,0,0,4,56,rain,cold,calm,0,0.178,1.0,0.031,0
R00255,U2980,S5,2024-01-15 09:21:00,0,0,0,1,17,rain,cold,calm,0,0.0,0.952,0.071,0
R00256,U1650,S5,2024-04-30 10:03:00,1,0,0,4,20,rain,cold,breezy,0,0.0,0.955,0.02,0
R00257,U1985,S1,2024-01-21 19:49:00,6,1,0,1,20,rain,cold,calm,0,0.818,1.0,0.121,1
R00258,U1654,S2,2024-03-19 19:19:00,1,0,0,3,26,rain,mild,calm,0,0.238,1.0,0.021,1
R00259,U1363,S2,2024-03-06 20:56:00,2,0,0,3,51,sun,mild,calm,0,0.238,1.0,0.019,1
R00260,U2464,S1,2024-03-21 08:39:00,3,0,0,3,53,clouds,cold,calm,0,0.818,1.0,0.119,0
R00261,U1222,S1,2024-01-13 19:01:00,5,1,0,1,17,sun,cold,breezy,0,0.818,1.0,0.06,1
R00262,U1915,S1,2024-05-06 22:53:00,0,0,0,5,17,sun,warm,calm,0,0.818,1.0,0.083,0
R00263,U2861,S1,2024-03-16 12:54:00,5,1,0,3,12,sun,cold,breezy,0,0.818,0.968,0.03,0
R00264,U2896,S1,2024-01-11 17:44:00,3,0,0,1,35,sun,cold,breezy,0,0.818,0.976,0.116,0
R00265,U2310,S2,2024-01-01 11:55:00,0,0,1,1,47,clouds,mild,calm,0,0.238,0.997,0.031,0
R00266,U2291,S5,2024-04-07 19:46:00,6,1,0,4,25,sun,cold,breezy,1,0.0,1.0,0.063,1
R00267,U2330,S1,2024-04-29 12:36:00,0,0,0,4,29,wind,mild,calm,0,0.818,1.0,0.045,1
R00268,U2251,S5,2024-04-08 17:07:00,0,0,0,4,34,rain,mild,calm,1,0.0,0.963,0.01,0
R00269,U1830,S5,2024-05-09 19:27:00,3,0,0,5,17,sun,cold,calm,0,0.0,1.0,0.237,0
R00270,U1721,S2,2024-05-16 09:13:00,3,0,0,5,26,sun,mild,breezy,1,0.238,0.992,0.102,0
R00271,U1411,S1,2024-06-05 17:22:00,2,0,0,6,16,sun,mild,calm,0,0.818,1.0,0.075,1
R00272,U2794,S1,2024-06-25 16:47:00,1,0,0,6,36,sun,warm,breezy,0,0.818,1.0,0.067,0
R00273,U2299,S4,2024-06-08 19:50:00,5,1,0,6,26,sun,warm,calm,0,0.106,1.0,0.003,0
R00274,U1496,S2,2024-05-23 08:22:00,3,0,0,5,23,sun,cold,breezy,0,0.238,1.0,0.151,0
R00275,U1149,S1,2024-03-18 08:11:00,0,0,0,3,26,sun,mild,calm,1,0.818,0.978,0.035,0
R00276,U2126,S2,2024-03-31 18:51:00,6,1,0,3,21,sun,mild,breezy,0,0.238,1.0,0.077,0
R00277,U2177,S2,2024-04-20 19:39:00,5,1,0,4,28,clouds,mild,calm,0,0.238,1.0,0.148,0
R00278,U2989,S1,2024-01-31 23:02:00,2,0,0,1,21,sun,cold,windy,0,0.818,1.0,0.009,0
R00279,U2712,S3,2024-05-01 09:25:00,2,0,1,5,44,sun,mild,breezy,0,0.178,1.0,0.187,1
R00280,U1502,S2,2024-04-15 18:37:00,0,0,0,4,15,sun,cold,calm,0,0.238,1.0,0.047,0
R00281,U1463,S1,2024-04-03 19:07:00,2,0,0,4,51,sun,cold,breezy,0,0.818,1.0,0.118,1
R00282,U1833,S1,2024-05-30 17:30:00,3,0,0,5,31,sun,mild,calm,0,0.818,0.947,0.098,0
R00283,U2848,S1,2024-05-03 18:30:00,4,0,0,5,36,rain,mild,calm,0,0.818,1.0,0.012,1
R00284,U1471,S2,2024-06-16 06:48:00,6,1,0,6,9,sun,warm,calm,0,0.238,1.0,0.013,0
R00285,U2903,S2,2024-06-24 20:23:00,0,0,0,6,26,sun,warm,calm,0,0.238,1.0,0.018,1
R00286,U2568,S2,2024-05-28 17:10:00,1,0,0,5,15,sun,warm,calm,0,0.238,1.0,0.112,0
R00287,U2204,S2,2024-02-23 13:24:00,4,0,0,2,28,clouds,mild,calm,0,0.238,1.0,0.052,0
R00288,U2026,S2,2024-02-04 09:11:00,6,1,0,2,14,sun,cold,calm,0,0.238,0.997,0.08,0
R00289,U1079,S1,2024-02-23 18:47:00,4,0,0,2,42,sun,cold,breezy,0,0.818,1.0,0.137,1
R00290,U2519,S2,2024-05-08 08:29:00,2,0,0,5,40,sun,cold,windy,0,0.238,1.0,0.148,1
R00291,U2772,S2,2024-06-04 11:30:00,1,0,0,6,29,wind,warm,calm,0,0.238,0.965,0.033,0
R00292,U1930,S1,2024-06-07 20:36:00,4,0,0,6,18,rain,warm,calm,0,0.818,1.0,0.053,1
R00293,U1762,S5,2024-05-03 22:51:00,4,0,0,5,29,sun,mild,calm,0,0.0,1.0,0.166,0
R00294,U2075,S1,2024-05-02 19:09:00,3,0,0,5,26,sun,cold,calm,0,0.818,1.0,0.079,0
R00295,U1844,S1,2024-06-20 11:02:00,3,0,0,6,14,sun,mild,calm,0,0.818,1.0,0.013,0
R00296,U1529,S3,2024-05-03 07:54:00,4,0,0,5,29,clouds,mild,breezy,0,0.178,0.993,0.032,0
R00297,U1550,S4,2024-01-26 14:57:00,4,0,0,1,19,sun,mild,calm,0,0.106,1.0,0.046,0
R00298,U1743,S5,2024-03-31 07:50:00,6,1,0,3,32,sun,mild,calm,0,0.0,1.0,0.143,1
R00299,U1576,S4,2024-03-05 18:11:00,1,0,0,3,39,sun,mild,breezy,0,0.106,1.0,0.101,0
R00300,U2763,S1,2024-04-24 09:07:00,2,0,0,4,18,sun,cold,breezy,0,0.818,1.0,0.008,0
R00301,U2032,S1,2024-04-24 08:21:00,2,0,0,4,17,clouds,mild,breezy,0,0.818,0.987,0.016,1
R00302,U2029,S1,2024-02-22 19:50:00,3,0,0,2,31,sun,cold,windy,0,0.818,1.0,0.026,1
R00303,U2123,S3,2024-02-23 08:52:00,4,0,0,2,16,rain,cold,windy,0,0.178,1.0,0.013,1
R00304,U1411,S3,2024-01-16 08:54:00,1,0,0,1,34,rain,cold,calm,0,0.178,0.969,0.075,0
R00305,U1866,S1,2024-02-22 12:16:00,3,0,0,2,28,rain,mild,calm,0,0.818,1.0,0.045,1
R00306,U1091,S4,2024-05-28 09:14:00,1,0,0,5,24,sun,cold,breezy,0,0.106,0.966,0.012,1
R00307,U2912,S4,2024-04-27 07:17:00,5,1,0,4,31,wind,cold,calm,0,0.106,1.0,0.056,0
R00308,U1994,S1,2024-06-18 22:51:00,1,0,0,6,24,sun,warm,calm,0,0.818,1.0,0.056,0
R00309,U2508,S1,2024-06-15 19:04:00,5,1,0,6,14,wind,mild,calm,1,0.818,1.0,0.013,0
R00310,U2396,S3,2024-06-03 17:33:00,0,0,0,6,18,sun,mild,calm,0,0.178,1.0,0.038,0
R00311,U2622,S4,2024-02-02 18:06:00,4,0,0,2,41,wind,cold,windy,0,0.106,1.0,0.2,1
R00312,U1843,S5,2024-03-01 07:48:00,4,0,0,3,29,sun,mild,breezy,0,0.0,0.97,0.041,0
R00313,U1832,S1,2024-01-11 18:17:00,3,0,0,1,36,rain,cold,calm,0,0.818,1.0,0.106,1
R00314,U1099,S1,2024-01-17 12:36:00,2,0,0,1,27,sun,warm,breezy,0,0.818,1.0,0.104,0
R00315,U1101,S1,2024-02-11 07:25:00,6,1,0,2,21,rain,cold,calm,0,0.818,1.0,0.042,0
R00316,U2075,S3,2024-02-20 12:17:00,1,0,0,2,35,sun,mild,breezy,0,0.178,1.0,0.079,0
R00317,U2965,S3,2024-01-03 18:46:00,2,0,0,1,30,clouds,mild,calm,0,0.178,1.0,0.017,0
R00318,U2586,S1,2024-05-31 07:41:00,4,0,0,5,17,sun,mild,calm,0,0.818,1.0,0.008,0
R00319,U2987,S1,2024-04-04 08:48:00,3,0,0,4,45,sun,warm,calm,0,0.818,1.0,0.009,0
R00320,U1644,S2,2024-04-28 11:41:00,6,1,0,4,43,clouds,mild,calm,0,0.238,1.0,0.083,1
R00321,U2443,S3,2024-04-27 10:45:00,5,1,0,4,18,clouds,mild,breezy,0,0.178,1.0,0.024,1
R00322,U2806,S4,2024-06-23 09:43:00,6,1,0,6,30,sun,warm,calm,0,0.106,0.947,0.123,0
R00323,U2948,S1,2024-01-27 19:06:00,5,1,0,1,37,sun,cold,calm,0,0.818,1.0,0.028,1
R00324,U2066,S4,2024-03-02 06:45:00,5,1,0,3,26,sun,mild,breezy,0,0.106,1.0,0.052,1
R00325,U2717,S3,2024-02-25 19:23:00,6,1,0,2,60,rain,cold,calm,0,0.178,1.0,0.194,1
R00326,U1677,S2,2024-04-09 08:38:00,1,0,0,4,23,clouds,mild,calm,0,0.238,1.0,0.124,1
R00327,U2967,S5,2024-04-04 11:04:00,3,0,0,4,27,clouds,warm,breezy,0,0.0,1.0,0.026,1
R00328,U1885,S2,2024-05-22 18:26:00,2,0,0,5,70,rain,mild,calm,0,0.238,1.0,0.121,0
R00329,U1910,S1,2024-04-10 17:20:00,2,0,0,4,18,sun,mild,breezy,0,0.818,1.0,0.116,0
R00330,U2454,S1,2024-02-12 09:19:00,0,0,0,2,28,rain,cold,calm,0,0.818,1.0,0.135,1
R00331,U1883,S2,2024-04-11 17:25:00,3,0,0,4,33,sun,mild,breezy,0,0.238,1.0,0.09,0
R00332,U1186,S1,2024-06-22 20:54:00,5,1,0,6,36,sun,warm,breezy,0,0.818,1.0,0.048,1
R00333,U2705,S1,2024-04-14 09:41:00,6,1,0,4,20,clouds,warm,calm,0,0.818,0.992,0.103,0
R00334,U1934,S1,2024-04-16 17:48:00,1,0,0,4,43,clouds,warm,breezy,0,0.818,0.969,0.077,1
R00335,U2220,S5,2024-02-01 14:34:00,3,0,0,2,26,sun,mild,breezy,0,0.0,0.954,0.025,0
R00336,U2329,S1,2024-01-02 19:50:00,1,0,0,1,21,sun,cold,windy,0,0.818,1.0,0.028,1
R00337,U2296,S1,2024-02-07 12:44:00,2,0,0,2,40,sun,cold,calm,0,0.818,0.963,0.202,0
R00338,U2122,S1,2024-01-05 23:05:00,4,0,0,1,17,clouds,mild,calm,0,0.818,1.0,0.091,0
R00339,U2766,S3,2024-03-22 19:39:00,4,0,0,3,27,clouds,warm,calm,0,0.178,1.0,0.085,1
R00340,U1994,S3,2024-06-07 17:24:00,4,0,0,6,25,clouds,warm,calm,0,0.178,1.0,0.056,0
R00341,U1690,S1,2024-03-21 09:29:00,3,0,0,3,25,rain,mild,calm,1,0.818,0.999,0.133,1
R00342,U1289,S4,2024-04-26 18:21:00,4,0,0,4,38,clouds,warm,calm,0,0.106,1.0,0.009,0
R00343,U2187,S2,2024-06-03 09:04:00,0,0,0,6,23,sun,warm,breezy,0,0.238,0.971,0.011,1
R00344,U2958,S4,2024-05-17 12:52:00,4,0,0,5,20,clouds,cold,calm,0,0.106,1.0,0.084,0
R00345,U1984,S4,2024-04-27 07:13:00,5,1,0,4,17,sun,warm,calm,0,0.106,1.0,0.029,0
R00346,U1283,S5,2024-05-21 19:19:00,1,0,0,5,49,sun,warm,calm,0,0.0,1.0,0.139,0
R00347,U1296,S1,2024-02-20 18:37:00,1,0,0,2,13,rain,cold,calm,0,0.818,1.0,0.132,1
R00348,U1455,S4,2024-03-16 22:56:00,5,1,0,3,27,sun,warm,calm,0,0.106,1.0,0.099,0
R00349,U1154,S2,2024-03-12 08:16:00,1,0,0,3,32,clouds,mild,calm,0,0.238,1.0,0.011,0
R00350,U1443,S1,2024-05-23 19:48:00,3,0,0,5,26,clouds,cold,calm,0,0.818,1.0,0.014,0
R00351,U1161,S2,2024-03-14 18:07:00,3,0,0,3,27,rain,mild,calm,0,0.238,1.0,0.085,0
R00352,U2367,S3,2024-06-17 17:52:00,0,0,0,6,27,clouds,mild,breezy,0,0.178,0.985,0.016,0
R00353,U1240,S3,2024-02-03 20:13:00,5,1,0,2,23,sun,mild,calm,1,0.178,1.0,0.041,0
R00354,U2149,S3,2024-01-31 08:06:00,2,0,0,1,35,sun,cold,breezy,0,0.178,0.99,0.128,0
R00355,U1652,S5,2024-05-08 17:35:00,2,0,0,5,10,clouds,mild,calm,0,0.0,1.0,0.036,1
R00356,U2505,S2,2024-05-17 18:58:00,4,0,0,5,34,sun,cold,calm,0,0.238,1.0,0.037,1
R00357,U2449,S3,2024-05-02 18:56:00,3,0,0,5,50,sun,warm,calm,0,0.178,1.0,0.015,0
R00358,U1749,S5,2024-02-25 08:22:00,6,1,0,2,25,rain,mild,calm,0,0.0,0.969,0.085,0
R00359,U1468,S3,2024-01-02 11:05:00,1,0,0,1,34,rain,cold,windy,0,0.178,1.0,0.073,0
R00360,U1157,S2,2024-02-27 07:04:00,1,0,0,2,22,rain,mild,calm,0,0.238,1.0,0.354,1
R00361,U2941,S1,2024-03-24 17:11:00,6,1,0,3,29,sun,warm,calm,0,0.818,0.969,0.072,0
R00362,U1701,S2,2024-03-15 13:37:00,4,0,0,3,18,clouds,mild,calm,0,0.238,1.0,0.056,0
R00363,U2619,S1,2024-06-14 18:27:00,4,0,0,6,27,sun,mild,breezy,0,0.818,1.0,0.013,1
R00364,U1062,S4,2024-06-04 08:51:00,1,0,0,6,38,sun,warm,calm,0,0.106,0.995,0.413,0
R00365,U1488,S1,2024-05-19 09:05:00,6,1,0,5,12,sun,cold,calm,0,0.818,1.0,0.052,0
R00366,U1430,S1,2024-01-04 10:43:00,3,0,0,1,21,sun,cold,calm,0,0.818,1.0,0.006,0
R00367,U1171,S1,2024-01-23 09:56:00,1,0,0,1,21,sun,cold,calm,0,0.818,1.0,0.204,0
R00368,U2578,S1,2024-03-19 11:42:00,1,0,0,3,72,clouds,cold,calm,0,0.818,1.0,0.059,0
R00369,U2474,S3,2024-04-21 20:56:00,6,1,0,4,34,sun,warm,calm,0,0.178,1.0,0.118,1
R00370,U2039,S2,2024-05-02 21:56:00,3,0,0,5,24,sun,mild,calm,0,0.238,1.0,0.041,0
R00371,U1050,S2,2024-02-23 10:20:00,4,0,0,2,57,sun,mild,calm,0,0.238,1.0,0.002,1
R00372,U1480,S5,2024-01-20 10:58:00,5,1,0,1,42,clouds,cold,breezy,0,0.0,1.0,0.081,0
R00373,U2384,S3,2024-02-29 18:10:00,3,0,0,2,21,sun,cold,calm,0,0.178,1.0,0.215,0
R00374,U1327,S5,2024-05-22 08:49:00,2,0,0,5,28,clouds,mild,calm,0,0.0,0.991,0.233,0
R00375,U2089,S5,2024-06-26 18:56:00,2,0,0,6,47,sun,cold,calm,0,0.0,1.0,0.024,0
R00376,U1865,S4,2024-06-18 20:47:00,1,0,0,6,41,sun,mild,breezy,0,0.106,1.0,0.167,0
R00377,U2481,S1,2024-04-16 18:47:00,1,0,0,4,27,sun,warm,calm,0,0.818,1.0,0.029,1
R00378,U2156,S5,2024-01-17 09:21:00,2,0,0,1,35,sun,cold,breezy,0,0.0,0.948,0.175,0
R00379,U2706,S3,2024-06-23 22:42:00,6,1,0,6,32,sun,mild,breezy,0,0.178,1.0,0.126,0
R00380,U2773,S3,2024-01-28 22:27:00,6,1,0,1,39,sun,cold,breezy,0,0.178,1.0,0.113,0
R00381,U2764,S2,2024-02-18 09:10:00,6,1,0,2,21,rain,cold,breezy,0,0.238,1.0,0.055,1
R00382,U2106,S1,2024-06-24 11:31:00,0,0,0,6,19,sun,warm,calm,0,0.818,0.962,0.086,0
R00383,U1315,S1,2024-03-31 14:52:00,6,1,0,3,27,clouds,cold,windy,0,0.818,0.998,0.106,0
R00384,U2512,S2,2024-02-05 08:28:00,0,0,0,2,14,sun,cold,breezy,0,0.238,1.0,0.087,0
R00385,U2210,S1,2024-03-31 23:28:00,6,1,0,3,53,rain,warm,breezy,0,0.818,1.0,0.374,0
R00386,U1179,S3,2024-01-15 07:48:00,0,0,0,1,30,sun,mild,calm,0,0.178,1.0,0.088,0
R00387,U2764,S2,2024-02-26 09:58:00,0,0,0,2,19,wind,cold,calm,0,0.238,0.998,0.055,0
R00388,U1736,S2,2024-06-20 09:59:00,3,0,0,6,24,sun,warm,windy,0,0.238,0.957,0.067,0
R00389,U1202,S4,2024-02-23 18:53:00,4,0,0,2,13,rain,mild,breezy,0,0.106,1.0,0.052,0
R00390,U1260,S2,2024-06-09 19:12:00,6,1,0,6,23,sun,warm,breezy,0,0.238,1.0,0.05,1
R00391,U2250,S1,2024-04-07 17:14:00,6,1,0,4,45,sun,cold,breezy,0,0.818,0.972,0.14,1
R00392,U1135,S2,2024-04-28 18:47:00,6,1,0,4,13,sun,warm,calm,0,0.238,1.0,0.21,0
R00393,U2593,S1,2024-05-06 06:47:00,0,0,0,5,16,rain,mild,calm,0,0.818,1.0,0.19,0
R00394,U2973,S3,2024-04-09 18:36:00,1,0,0,4,26,sun,mild,calm,0,0.178,1.0,0.089,0
R00395,U1172,S4,2024-01-07 11:40:00,6,1,0,1,48,clouds,mild,breezy,0,0.106,0.998,0.153,0
R00396,U1909,S1,2024-06-14 12:43:00,4,0,0,6,30,clouds,warm,breezy,0,0.818,0.952,0.001,1
R00397,U2655,S1,2024-03-26 19:10:00,1,0,0,3,17,rain,warm,breezy,0,0.818,1.0,0.48,1
R00398,U1272,S5,2024-04-27 23:30:00,5,1,0,4,26,clouds,warm,breezy,0,0.0,1.0,0.057,0
R00399,U2021,S2,2024-04-09 17:36:00,1,0,0,4,24,clouds,cold,breezy,0,0.238,0.97,0.102,0
R00400,U1894,S1,2024-04-28 19:41:00,6,1,0,4,20,rain,mild,breezy,0,0.818,1.0,0.063,0
R00401,U2272,S5,2024-03-04 13:12:00,0,0,0,3,16,sun,mild,calm,0,0.0,1.0,0.056,0
R00402,U1156,S1,2024-05-31 08:37:00,4,0,0,5,25,rain,mild,breezy,0,0.818,0.99,0.039,0
R00403,U1893,S3,2024-02-10 19:25:00,5,1,0,2,22,rain,mild,calm,1,0.178,1.0,0.032,1
R00404,U1645,S1,2024-04-27 18:39:00,5,1,0,4,19,sun,cold,calm,0,0.818,1.0,0.154,0
R00405,U2546,S5,2024-04-14 17:14:00,6,1,0,4,26,rain,cold,calm,0,0.0,0.951,0.07,0
R00406,U1910,S1,2024-03-31 17:57:00,6,1,0,3,29,clouds,cold,breezy,0,0.818,1.0,0.116,0
R00407,U1329,S3,2024-01-04 13:22:00,3,0,0,1,28,clouds,cold,calm,0,0.178,0.937,0.005,1
R00408,U1079,S5,2024-03-11 08:02:00,0,0,0,3,27,clouds,mild,breezy,0,0.0,0.991,0.137,0
R00409,U1795,S2,2024-01-09 07:17:00,1,0,0,1,47,rain,cold,windy,0,0.238,1.0,0.142,1
R00410,U2055,S1,2024-03-31 17:17:00,6,1,0,3,48,clouds,mild,breezy,0,0.818,1.0,0.003,1
R00411,U2560,S1,2024-05-03 22:20:00,4,0,0,5,36,sun,mild,calm,0,0.818,1.0,0.134,1
R00412,U2047,S2,2024-04-04 17:38:00,3,0,0,4,47,sun,mild,calm,0,0.238,0.994,0.119,0
R00413,U1687,S1,2024-05-16 19:02:00,3,0,0,5,78,sun,warm,calm,0,0.818,1.0,0.16,1
R00414,U2005,S5,2024-03-05 19:22:00,1,0,0,3,24,wind,cold,breezy,0,0.0,1.0,0.109,0
R00415,U2756,S1,2024-02-25 09:09:00,6,1,0,2,48,wind,cold,calm,0,0.818,1.0,0.143,1
R00416,U1587,S3,2024-03-21 11:26:00,3,0,0,3,24,sun,warm,calm,0,0.178,0.931,0.078,1
R00417,U1843,S2,2024-02-11 08:20:00,6,1,0,2,42,sun,cold,calm,0,0.238,1.0,0.041,1
R00418,U2244,S2,2024-05-24 23:25:00,4,0,0,5,40,sun,warm,calm,0,0.238,1.0,0.021,0
R00419,U1931,S1,2024-05-25 08:23:00,5,1,0,5,31,wind,warm,calm,0,0.818,1.0,0.039,0
R00420,U2603,S2,2024-03-15 18:46:00,4,0,0,3,36,sun,cold,breezy,0,0.238,1.0,0.049,0
R00421,U2332,S4,2024-05-22 12:53:00,2,0,0,5,43,clouds,cold,calm,0,0.106,1.0,0.086,0
R00422,U1019,S2,2024-01-05 18:03:00,4,0,0,1,33,sun,cold,breezy,0,0.238,1.0,0.036,1
R00423,U1067,S1,2024-01-28 08:22:00,6,1,0,1,40,sun,cold,windy,0,0.818,0.962,0.089,0
R00424,U1823,S2,2024-02-20 21:26:00,1,0,0,2,23,clouds,cold,breezy,0,0.238,1.0,0.079,0
R00425,U1821,S3,2024-03-10 11:23:00,6,1,0,3,31,clouds,mild,calm,0,0.178,1.0,0.145,1
R00426,U1601,S1,2024-02-11 23:40:00,6,1,0,2,22,clouds,mild,breezy,0,0.818,1.0,0.015,1
R00427,U2505,S1,2024-04-02 19:42:00,1,0,0,4,15,sun,warm,breezy,0,0.818,1.0,0.037,0
R00428,U1462,S1,2024-05-22 14:24:00,2,0,0,5,30,sun,cold,breezy,0,0.818,1.0,0.153,1
R00429,U2281,S2,2024-03-23 18:35:00,5,1,0,3,36,rain,warm,calm,0,0.238,1.0,0.043,1
R00430,U2533,S1,2024-03-21 18:03:00,3,0,0,3,25,clouds,warm,calm,0,0.818,1.0,0.207,0
R00431,U1283,S2,2024-01-11 07:10:00,3,0,0,1,30,clouds,mild,calm,0,0.238,0.989,0.139,0
R00432,U2127,S5,2024-02-20 19:56:00,1,0,0,2,82,sun,cold,calm,0,0.0,1.0,0.117,1
R00433,U2458,S5,2024-05-25 17:34:00,5,1,0,5,29,sun,cold,calm,0,0.0,1.0,0.037,0
R00434,U1094,S2,2024-05-25 18:22:00,5,1,0,5,46,rain,warm,breezy,0,0.238,1.0,0.468,1
R00435,U1219,S4,2024-01-19 18:58:00,4,0,0,1,33,rain,cold,calm,0,0.106,1.0,0.117,0
R00436,U2385,S2,2024-01-04 16:56:00,3,0,0,1,27,wind,mild,calm,0,0.238,1.0,0.154,0
R00437,U2069,S1,2024-05-29 13:03:00,2,0,0,5,21,sun,mild,calm,0,0.818,0.953,0.073,0
R00438,U1517,S2,2024-02-01 13:55:00,3,0,0,2,21,clouds,cold,calm,0,0.238,1.0,0.08,1
R00439,U2628,S2,2024-04-13 08:09:00,5,1,0,4,13,sun,warm,calm,1,0.238,0.993,0.06,1
R00440,U1513,S3,2024-05-28 18:08:00,1,0,0,5,22,sun,cold,calm,0,0.178,1.0,0.074,0
R00441,U1140,S1,2024-05-21 08:06:00,1,0,0,5,12,sun,mild,calm,0,0.818,1.0,0.024,1
R00442,U1263,S3,2024-04-09 09:38:00,1,0,0,4,33,sun,warm,breezy,0,0.178,1.0,0.081,0
R00443,U1328,S1,2024-03-08 18:33:00,4,0,0,3,32,sun,warm,calm,0,0.818,1.0,0.203,0
R00444,U1589,S1,2024-05-19 08:17:00,6,1,0,5,33,clouds,warm,calm,0,0.818,0.994,0.004,0
R00445,U1231,S1,2024-05-05 07:51:00,6,1,0,5,26,sun,mild,calm,1,0.818,0.972,0.051,0
R00446,U1686,S1,2024-05-30 15:12:00,3,0,0,5,29,sun,warm,breezy,0,0.818,1.0,0.023,0
R00447,U2025,S5,2024-04-02 19:22:00,1,0,0,4,27,clouds,mild,breezy,0,0.0,1.0,0.063,0
R00448,U2797,S3,2024-06-18 18:33:00,1,0,0,6,33,sun,warm,calm,0,0.178,1.0,0.078,0
R00449,U1051,S1,2024-05-18 11:54:00,5,1,0,5,33,sun,mild,breezy,0,0.818,1.0,0.018,1
R00450,U1373,S3,2024-01-12 20:32:00,4,0,0,1,20,sun,cold,calm,0,0.178,1.0,0.202,0
R00451,U2997,S1,2024-02-22 22:50:00,3,0,0,2,50,clouds,cold,calm,0,0.818,1.0,0.11,0
R00452,U2722,S1,2024-05-23 08:53:00,3,0,0,5,35,sun,mild,calm,0,0.818,0.992,0.054,0
R00453,U1923,S1,2024-01-21 09:33:00,6,1,0,1,18,sun,mild,windy,0,0.818,0.983,0.073,0
R00454,U1641,S1,2024-05-07 08:40:00,1,0,0,5,33,clouds,mild,calm,0,0.818,0.968,0.023,0
R00455,U1951,S3,2024-03-02 18:25:00,5,1,0,3,46,sun,mild,breezy,0,0.178,1.0,0.089,1
R00456,U1597,S1,2024-02-07 07:44:00,2,0,0,2,17,clouds,cold,windy,0,0.818,1.0,0.198,1
R00457,U2603,S2,2024-04-07 13:19:00,6,1,0,4,10,clouds,warm,windy,0,0.238,1.0,0.049,0
R00458,U2873,S4,2024-06-16 19:47:00,6,1,0,6,17,sun,warm,calm,1,0.106,1.0,0.235,0
R00459,U1699,S5,2024-06-10 21:08:00,0,0,0,6,57,sun,warm,calm,0,0.0,1.0,0.199,0
R00460,U2625,S5,2024-03-13 10:04:00,2,0,0,3,17,sun,mild,calm,0,0.0,0.974,0.005,0
R00461,U1653,S2,2024-01-01 19:03:00,0,0,1,1,35,rain,cold,calm,0,0.238,1.0,0.022,1
R00462,U2068,S1,2024-06-08 23:21:00,5,1,0,6,26,sun,warm,calm,0,0.818,1.0,0.087,1
R00463,U1783,S4,2024-06-10 09:09:00,0,0,0,6,68,clouds,mild,calm,0,0.106,0.97,0.011,0
R00464,U1577,S2,2024-04-18 18:36:00,3,0,0,4,45,sun,mild,calm,0,0.238,1.0,0.304,0
